"АОСР № 11","Цех окраски кузовов. Срубка свай в осях SY12 - SY13/SX16 - SX18 в количестве 28 шт.","",""
"","Исполнительная схема по срубке свай в осях SY12-SY13-SX16-SX18. №РС-043","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
"","","",""
